city_vac,profession,salary,description
Волгоград,слесарь,91000,Навыки чтения чертежей. Подтвержденный опыт работы трудовой книге. Наличие диплома / удостоверения специальности-желательно.
Окуловка,слесарь,110000,4 разряда. Опыт 2 лет.
Псков,слесарь,113000,Опыт работы. Чтение чертежей.
Москва,слесарь,120000,"Образование: среднее профессиональное. Опыт работы ремонту восстановлению АКПП, МКП, ведущих мостов грузового легкового транспорта менее 1..."
Брянск,слесарь,127000,Среднее специальное (техническое) образование. Наличие разряда 3. Опыт работы 3-х лет.
Вологда,слесарь,91000,Навыки чтения чертежей. Подтвержденный опыт работы трудовой книге. Наличие диплома / удостоверения специальности-желательно.
Санкт-Петербург,слесарь,58500,"Опыт работы производстве. Знание устройства навыки ремонта промышленного производственного оборудования, механизмов . Ответственность, внимательность, исполнительность."
Екатеринбург,слесарь,30000,"Средне-техническое образование. Техническое образование. Знания электрики, стремление развитию. Медицинская книжка (готовность сделать). Действующая 3 группа допуска. Рассмотрим выпускников."
Набережные Челны,слесарь,60000,опыт работы приветствуется. - порядочность трудолюбие. - умение работать коллективе.
Красноярск,слесарь,40000,"Основная рабочая поза - положение ""стоя""."
Казань,слесарь,89700,Опыт работы 1-го года. Разряд - 3-го. Наличие удостоверения профессии.
Екатеринбург,слесарь,153000,"Среднее специальное образование, необходимо удостоверение слесаря. Стаж работы 2 лет. Умение работать диагностическим сварочным оборудованием."
Мелеуз,слесарь,100000,3-4 разряда. Сварка металлоконструкций.
Набережные Челны,слесарь,45000,"Опыт работы производстве 3 лет. Опыт ремонте техобслуживание промышленного оборудования. (гидравлический пресс, моечная камера, экструдер, дробилка..."
Владимир,слесарь,89000,чтение чертежей. - владение ручным электроинструментом.
Тула,слесарь,39200,Желательно уметь читать сборочные чертежи. Навыки работы электроинструментом.
Симферополь,слесарь,50000,Образование среднее профессиональное. Опыт работ специальности менее 3 (трех) лет.
Тюмень,слесарь,40000,"Опыт работы ручным инструментом. Аккуратность, честность, ответственность, трудолюбие, порядочность, дисциплинированность."
Вельск,слесарь,50000,"Образование среднее специальное. Опыт работы слесарем является преимуществом. Ответственность, оперативность, внимательность."
Казань,слесарь,45000,"Знание конструкций, кинематическую схем принципов работы собираемых узлов механизмов, станков. Знание технических условий установку, регулировку приемку собираемых..."
Вологда,слесарь,57000,Среднее профессиональное образование. Опыт работы специальности. 3- 6 разряд.
Кола,слесарь,50000,Наличие навыков работы ручным электроинструментом. Наличие опыта работы производственных предприятиях.
Якутск,слесарь,45000,"Образование - среднее-специальное, начальное-профессиональное. Удостоверение - слесаря-ремонтника 3-4 разряда. Опыт работы котельных 3-х лет."
Липецк,слесарь,90000,Положительный результат собеседования мастером. Готовность работе вахтовым методом. Минимальный опыт работы.
Лобня,слесарь,65000,Среднее-специальное профильное образование. Аналогичный опыт работы 1 года.
Владивосток,слесарь,100000,Опыт работы слесарем-судоремонтником 3 разряда. Наличие действующей корочки слесаря-судоремонтника 3 разряда.
Котельники,слесарь,50000,"Образование: среднее специальное среднее техническое образование. Опыт работы 1 года, разряд -4,5,6. Знание конструктивных особенностей оборудования..."
Москва,слесарь,58000,Опыт работы 1 года. Знание измерительного инструмента. Умение читать чертежи. Работа слесарным ручным электроинструментом.
Хабаровск,слесарь,40000,Среднее образование. Знать технологическую последовательность ремонта сборки. Ответственность.
Чебоксары,слесарь,90000,владение электроинструментом. Требования: - опыт работы обязательно. - умение читать чертежи.
Нижний Новгород,слесарь,62000,"Профессионально-техническое образование. Знание технологических процессов, схемы, карты установок, которые обслуживаются. Опыт работы производстве менее 3 лет."
Мурманск,слесарь,45000,Опыт работы года тяжелой техникой.
Тверь,слесарь,45000,3-4 разряд слесаря механосборочных работ (Обязательно). Отсутствие ограничений здоровью. Необходим навык работы сборке механизмов комплектующих. -
Бийск,слесарь,35000,Опыт работы должности слесаря-ремонтника. Опыт работы промышленным оборудованием.
Тюмень,слесарь,35000,"Приветствуется знания области строительства, электрики, сантехники. Обязателен навык сварочных работ! Трудовой стаж имеет значения, готовы рассматривать кандидатов с..."
Набережные Челны,слесарь,45700,Ответственность.
Москва,слесарь,70000,Опыт работы аналогичной должности 1 года.
Обнинск,слесарь,55000,Опыт работы аналогичной должности менее 2 лет.
Санкт-Петербург,слесарь,70000,Опыт работы производстве должности слесарь-инструментальщик. Профильное образование. Знание токарного/фрезерного дела - преимущество.
Уфа,слесарь,90000,Опыт работы. 4 разряда. Запись трудовой. Удостоверение.
Обнинск,слесарь,60000,"Техническое образование (механик, слесарь ремонту промышленного оборудования др.). Умение читать правильно понимать техническую документацию. Ответственность, хорошая образная..."
Казань,слесарь,89000,чтение чертежей. - владение ручным электроинструментом.
Кодинск,слесарь,150000,Знание умение выполнять виды работ области тепло - водоснабжения. Готовность командировкам.
Брянск,слесарь,91000,Навыки чтения чертежей. Подтвержденный опыт работы трудовой книге. Наличие диплома / удостоверения специальности-желательно.
Пермь,слесарь,100000,3 разряда. Опыт работы.
Новокузнецк,слесарь,100000,"Наличие опыта работы 1 года. Образование среднего общего. Удостоверение ""слесарь-ремонтник"" 5-6 разряда."
Новочеркасск,слесарь,77477,"Среднее профессиональное образование. Опыт работы части обслуживания ТПС менее 1 года. Знание методов разборки, сборки, ремонта, монтажа, регулирования..."
Саранск,слесарь,90000,Чтение чертежей металлоконструкций. Опыт работы. 4 разряда. Запись трудовой. Удостоверение.
Голицыно,слесарь,49300,Навыки работы ручным слесарным электроинструментом. Образование среднее.
Пенза,слесарь,127000,Среднее специальное (техническое) образование. Наличие разряда 3. Опыт работы 3-х лет.
Волжский (Волгоградская область),слесарь,38000,опыт работы 1 года.
Альметьевск,слесарь,45000,"Опыт работ менее 1 года, удостоверение стропальщика."
Дзержинск (Нижегородская область),слесарь,85000,"Требования: Рассмотрим кандидатов 3-го разряда, подтвержденным записью трудовой книжке. Обязанности: Сборка авто, чтение чертежей."
Абакан,слесарь,50000,Образование средне-профессиональное. Опыт работы спец.техникой приветствуется. Знание устройства принцип работы узлов агрегатов авто спецтехники желательно.
Вязьма,слесарь,91000,Навыки чтения чертежей. Подтвержденный опыт работы трудовой книге. Наличие диплома / удостоверения специальности-желательно.
Толмачево,слесарь,30000,"Ответственность, дисциплинированность."
Миасс,слесарь,30000,образование среднее средне-специальное. - умение читать чертежи. - умение осуществлять подбор инструмента.
Черемхово,слесарь,35000,Начальное-профессиональное образование. Опыт работы.
Кемерово,слесарь,32100,"Среднее профессиональное начальное профессиональное образование: специальности ""Водоснабжение водоотведение"", начальное профессиональное слесарь-ремонтник, техник опыт работы..."
Березовский (Свердловская область),слесарь,50000,Образование средне-специальное. Опыт работы 2 лет. Навыки ремонта промышленного нестандартного оборудования. Навыки чтения машиностроительных монтажных чертежей.
Сибай,слесарь,100000,3-4 разряда. Сварка металлоконструкций.
Новосибирск,слесарь,45000,"Пунктуальность. Ответственность. Желание работать обучаться. Умение пользоваться простыми измерительными инструментами (линейка, рулетка, штангельциркуль, угольник). Умение пользоваться электроинструментом (шуруповерт, дрель..."
Астрахань,слесарь,60000,Желание работать достойно зарабатывать. Знание сантехнических узлов пределах квартиры/компании. Опыт работы менее 1 года.
Йошкар-Ола,слесарь,22500,Среднее профессиональное образование. Опыт работы данной должности. Внимательность.
Пермь,слесарь,79000,Опыт работы. Документальное подтверждение.
Пермь,слесарь,120000,"Умение пользоваться ручными, электрическими, пневматическими, режущими инструментами (болгарка т.д.). Умение прихватывать металл. - Наличие диплома/удостоверения специальности или..."
Афипский,слесарь,40000,"Образование средне-специальное, техническое. - Опыт работы менее одного года аналогичной должности."
Тула,слесарь,91000,Навыки чтения чертежей. Подтвержденный опыт работы трудовой книге. Наличие диплома / удостоверения специальности-желательно.
Санкт-Петербург,слесарь,64300,"Опыт работы производстве 2-х лет. Работа технической документацией. Знание назначения, устройства принципа действия собираемой аппаратуры."
Нижний Новгород,слесарь,30000,Чтение чертежей. Желание работать развиваться. Ответственность. Умение работать чертежам. Разряд четвертого. Образование средне-специальное.
Барнаул,слесарь,80000,"Средне-специальное образование. Наличие специальных документов, 3 разряда."
Санкт-Петербург,слесарь,40000,Среднее высшее техническое образование. Аналогичный опыт работы тех.обслуживанию станочного оборудования 3-х лет.
Кондоль,слесарь,40430,"Знание нормативов безопасности ремонтных работ, документации соответствующим машинам. Знание особенностей работы марок сортов ремонтируемого оборудования. Знание принципов работы..."
Вологда,слесарь,40000,"Образование средне-специального. Опыт работ специальности. Самостоятельность. Опыт слесарных работ (чтение чертежей, разметка др.). Умение работать с..."
Санкт-Петербург,слесарь,30000,Среднее специальное техническое образование. Опыт работы 1 года. 4 разряд трудовой специальности.
Вольск,слесарь,90000,Опыт работы. 4 разряда. Запись трудовой. Удостоверение.
Череповец,слесарь,45000,"Требования соискателю: удостоверение профессии, опыт работы приветствуется, профпригодность выполнение работ высоте."
Волхов,слесарь,89700,Опыт работы 1-го года. Разряд - 3-го. Наличие удостоверения профессии.
Домодедово,слесарь,55000,Опыт работы 2 лет ремонтником промышленного оборудования. Умение читать чертежи. Желание работать дружном коллективе.
Пенза,слесарь,91000,Навыки чтения чертежей. Подтвержденный опыт работы трудовой книге. Наличие диплома / удостоверения специальности-желательно.
Йошкар-Ола,слесарь,90000,Опыт работы работы специальности обязателен. Чтение сборочных чертежей.
Набережные Челны,слесарь,96000,Опыт работы сборке металлоконструкций. Умение читать чертежи.
Новочеркасск,слесарь,40000,Среднее профессиональное образование. Опыт работы менее 1 года.
Самара,слесарь,106500,Наличие 3 разряд Слесаря МСР. - Уметь читать чертежи. - Знание требований способов достижения качества изготовляемых узлов и. Деталей. -
Нижний Новгород,слесарь,30000,Образование-профильное. Умение читать чертежи. Знание допусков посадок. Опыт работы 3-х лет.
Кострома,слесарь,32000,чтение чертежей. - приветствуется наличие действующего удостоверения диплома образовании.
Владивосток,слесарь,65000,"Рассматриваем выпускников ВУЗов ССУЗов, начинающих специалистов. вас нет опыта, есть огромное желание развиваться, добро пожаловать!"
Рыбинск,слесарь,25000,Ответственность. Дисциплинированность.
Ангарск,слесарь,40000,Среднее профессиональное образование профилю работы. Опыт работы менее 1 года.
Ростов-на-Дону,слесарь,92000,"Опыт работы 2-х лет, подтвержденный записями трудовой книжке."
Иваново (Ивановская область),слесарь,35000,Среднее профессиональное образование.
Бердск,слесарь,40000,Навыки чтения чертежей. Желателен опыт работы слесарем производстве.​.
Кандры,слесарь,37000,Наличие квалификационного удостоверения профессии. Опыт работы приветствуется.
Уфа,слесарь,40000,Опыт работы слесарем обязателен.
Владимир,слесарь,42000,Опыт работы данной должности менее 1 года. Обладать знаниями основным принципам ремонта оборудования. Минимальное образование среднее полное...
Кострома,слесарь,91000,Навыки чтения чертежей. Подтвержденный опыт работы трудовой книге. Наличие диплома / удостоверения специальности-желательно.
Ленинск-Кузнецкий,слесарь,38000,Образование среднее профессиональное. Квалификационное свидетельство профессии «Слесарь-ремонтник».
Челябинск,слесарь,40000,Умение читать сборочные чертежи. Знание основ механики. Умение пользоваться грузоподъемными механизмами. Навыки работы слесарным инструментом приспособлениями. Опыт работы в...
Орел,слесарь,105000,Опыт работы 3-5 разряду.
Киржач,слесарь,47000,"Опыт работы 1 года. Образование средне-специальное, средне-техническое."
Александров,слесарь,47000,"Опыт работы 1 года. Образование средне-специальное, средне-техническое."
Кольчугино,слесарь,47000,"Опыт работы 1 года. Образование средне-специальное, средне-техническое."
Москва,слесарь,120000,Обязательно умение читать чертежи. Опыт работы слесарем МСР менее 3 лет.
Калуга,слесарь,30000,"Можно опыта, обучением."
Москва,слесарь,60000,"Навыки: Аккуратность работе, пунктуальность. Умения пользоваться ручным инструментом. Базовые знания компьютера. Желательно умение пользоваться токарным, шлифовальным, фрезерным станками."
Дзержинск (Нижегородская область),слесарь,70000,Опыт работы производстве - будет Вашим преимуществом! Обучаемость. Желание работать зарабатывать. Навыки работы ручным металлорежущим слесарным инструментом.
Грязи,слесарь,58000,"Хорошо развитое пространственное мышление, позволяющее легко ориентироваться схемах любой сложности. Выполнение электрогазосварочных работ."
Челябинск,слесарь,52000,Опыт работы слесарем. Обучаемость. Нацеленность результат.
Казань,слесарь,190000,Опыт работы Обязателен.
Нижний Новгород,слесарь,40000,"Требуется слесарь участок изготовления металлических деталей опытом опыта работы. Резка, сверловка, шлифовка металлического профиля (мебельное производство). -"
Красноярск,слесарь,40000,"Требования: соблюдение трудовой дисциплины, ответственность. Умение работать ручным электроинструментом. Приветствуется опыт работы работы станках (гильотина, ленточная пила, листогиб)."
Норильск,слесарь,170000,Наличие удостоверения профессии слесарь обслуживанию ремонту оборудования. Опыт работы аналогичной должности 3-х лет.
Челябинск,слесарь,70000,Опыт работы инструментальном производстве. Желательно умение читать чертежи.
Раменское,слесарь,50000,Аккуратность. - Бережное отношение технике. - Пунктуальность. - Опыт работы 1-го года.
Нижний Новгород,слесарь,50000,Ответственность. Опыт работы оборудованием ручным электроинструментом. Желание работать.
Санкт-Петербург,слесарь,60000,Навыки пайки. Требования: Умение читать чертежи. Владение слесарным инструментом. Владение измерительным инструментом. Иметь светлую голову.
Казань,слесарь,50000,"Образование среднего профессионального (технического). Опыт работы 2-х лет. Ответственность, аккуратность, внимательность. Исполнительность, ориентированность результат."
Махачкала,медсестра,40000,Медицинское образование. Дисциплинированность. Аккуратность. Трудолюбие. Умение работать детьми.
Санкт-Петербург,медсестра,50000,Среднее профессиональное образование специальности «Сестринское дело». Сертификат специалиста свидетельство аккредитации специалиста специальности «Сестринское дело».
Ярославль,медсестра,50000,"Специальность ""Сестринское дело"". Опыт работы специальности желателен, необязателен. Опыт работы персональном компьютере."
Воронеж,медсестра,40250,"Среднее профессиональное образование специальности ""Лечебное дело"", ""Сестринское дело"" сертификат специалиста специальности ""Сестринское дело"". Повышение квалификации программе..."
Краснодар,медсестра,42000,"Наличие действующего сертификата (сестринское дело, с/дело педиатрии терапии). Наличие медицинской книжки. Знание ПК уровне пользователя."
Ростов-на-Дону,медсестра,35000,"Медицинское образование, сестринское дело. Умение работать команде. Обучаемость, активность, целеустремленность, коммуникабельность. Грамотная речь. Желательно знание программ 1С, МИС."
Челябинск,медсестра,27000,"Требования: законченное среднее профессиональное образование специальности ""Сестринское дело"", сертификат/ свидетельство аккредитации специальности: ""Сестринское дело"", наличие санитарной книжки."
Москва,медсестра,70000,Среднее профессиональное образование специальности «Сестринское дело». Сертификат специалиста специальности «Сестринское дело». Владение современными методами оказания доврачебной медицинской помощи.
Самара,медсестра,25000,"Средне-специальное образование. Действующий сертификат ""Сестринское дело"". Обучаемость, ответственность, стрессоустойчивость. Наличие медицинской книжки."
Нижний Новгород,медсестра,30000,"Среднее медицинское образование. Знание соблюдение санэпидрежима. Знание инструментов. Наличие действующих сертификатов ""Сестринское дело"" свидетельство аккредитации ""Сестринское дело""."
Москва,медсестра,85000,Среднее специальное медицинское образование. Владение техникой забора крови. Действующий сертификат специальности.
Абакан,медсестра,35000,"Обучаемость. Внимательность. Желание работать взрослыми ,так детьми."
Уфа,медсестра,25000,"Аккуратность, исполнительность, доводить дела конца отведенные сроки, ценить порядок своей работе. Доброжелательное отношение пациентам."
Санкт-Петербург,медсестра,60000,"Навыки владения ПК. Навык в/в инъекций - обязателен! всему остальному готовы научить. Ответственность. Коммуникабельность. Доброжелательность, понимание специфики работы частной..."
Санкт-Петербург,медсестра,120000,"Мы ищем внимательного, ответственного, приятного, позитивного улыбчивого кандидата. Наш идеальный кандидат обожает косметологию, имеет огромное желание расти развиваться..."
Черногорск,медсестра,35000,"Обучаемость. Внимательность. Желание работать взрослыми ,так детьми."
Санкт-Петербург,медсестра,55000,Опыт работы венами любой сложности. Действующий сертификат.
Екатеринбург,медсестра,40000,"среднее профессиональное образование специальности ""Лечебное дело"", ""Акушерское дело"", ""Сестринское дело"" . -сертификат/аккредитация ""Сестринское дело""."
Салават,медсестра,30000,"Сертификат. Удостоверение. Наличие диплома, сертификата специалиста, удостоверения повышении квалификации, среднее медицинское."
Ижевск,медсестра,30000,"Сертификат ""Сестринское дело"". Уверенный ПК пользователь."
Самара,медсестра,35000,Наличие действующего сертификата аккредиации. Допустимые.
Волгоград,медсестра,25000,"Среднее профессиональное образование - программы подготовки специалистов среднего звена специальности ""Сестринское дело"" или. Среднее профессиональное образование - программы подготовки специалистов среднего..."
Омск,медсестра,45000,Опыт работы специальности. Наличие действующих сертификатов специалиста. Личная медицинская книжка.
Набережные Челны,медсестра,28000,Наличие сертификата медицинской сестры. Требуемый опыт работы: требуется.
Киселевск,медсестра,23000,Среднее медицинское образование. Знание ПК.
Белгород,медсестра,30000,"Среднее профессиональное, действующий сертификат специалиста (курс ""сестринское дело стоматологии"") свидетельство аккредитации специалиста специальности ""Сестринское дело""."
Великий Новгород,медсестра,28000,Медицинское образование. Действующий сертификат/свидетельство аккредитации специальности сестринское дело. Медицинская книжка (готовность пройти).
Москва,медсестра,60000,"Среднее профессиональное (медицинское) образование. Опыт работы 2-х лет. Исполнительность, вежливое тактичное общение пациентами."
Истра,медсестра,65000,"Среднее профессиональное образование. Наличие документов, подтверждающих квалификацию, наличие сертификата специалиста. Доброжелательность, исполнительность, профессионализм. Уверенное пользование ПК. Рассматриваем выпускников."
Курск,медсестра,30000,"Опыт работы необходим. Опыт работы более 5 лет. Сертификат профилю ""Операционное дело""."
Тюмень,медсестра,46000,Оконченное медицинское образование. Наличие соответствующего сертификата. Медицинская книжка.
Санкт-Петербург,медсестра,24000,Наличие среднего/высшего/высшего медицинского образования. Наличие сертификата проведение предрейсового осмотра будет преимуществом. Возсть работать менее 10 смен...
Москва,медсестра,90000,"Диплом действующий сертификат «Сестринское дело». Опыт работы 3-х лет (в хирургическом отделении стационара, палатах интенсивной терапии..."
Иваново (Ивановская область),медсестра,35000,"Действующий сертификат, наличие медкнижки. Умение работать компьютером документами, приветствуются практические навыки."
Оренбург,медсестра,25000,"Среднее профессиональное медицинское образование специальности ""Сестринское дело"", специальности ""Лечебное дело"" профессионально переподготовкой соответствующей специлизации."
Санкт-Петербург,медсестра,64000,Среднее медицинское образование. Наличие действующего сертификата. Опыт работы 1 года. Знание норм санитарно-противоэпидемического режима. Навыки забора крови вакуумными...
Ростов-на-Дону,медсестра,25000,"Процедурная медицинская сестра, выполнение назначений врача, знание санитарных норм, умение в/м, в/в капельные инфузии, ведение медицинской документации."
Екатеринбург,медсестра,30000,"Опыт работы мастером эпиляции приветствуется, есть обучение. Опыт работы сфере инъекционной косметологии желателен. Медицинское образование - среднее. Опыт продажах..."
Москва,медсестра,70000,"образование средне-специальное медицинское. - сертификат ""Сестринское дело"". - наличие медицинской книжки. - пунктуальность, честность, способность работать команде."
Екатеринбург,медсестра,35000,"Среднее профессиональное образование-программы подготовки специалистов среднего звена специальности ""Сестринское дело"" среднее профессиональное образование-программы подготовки специалистов среднего..."
Кинель,медсестра,25000,"Среднее медицинское образование специальности ""Сестринское дело"", действующий сертификат специальности ""Сестринское дело"". Высокая скорость печати клавиатуре."
Москва,медсестра,110000,Официально подтвержденный опыт работы должности медицинской сестры-анестезистки (зафиксированный трудовой книжке). - Опыт работы частных медицинских учреждениях от...
Москва,медсестра,70000,Стаж работы медицинской сестрой 2 3-х лет обязателен. Знание норм Сан. Эпидем. режима. Знание основ работы на...
Кемерово,медсестра,27500,Имеете образование средне-профессионального (колледж). Имеете действующий сертификат «Сестринское дело». Опыт работы аналогичной сфере будет преимуществом.
Санкт-Петербург,медсестра,50000,"Среднее специальное образование специальности ""Сестринское дело"". Наличие действующего сертификата. Желание обучаться. Умение работать ПК (навык работы CRM..."
Тольятти,медсестра,35000,Среднее высшее медицинское образование. Действующий сертификат специалиста специальности «Сестринское дело». Знание алгоритма оказания неотложной медицинской помощи.
Ижевск,медсестра,35000,"Закапывание капель глаза. - Наличие медицинского образования, действующий сертификат (сестринское дело), ответственность, коммуникабельность, грамотная речь, обучаемость. Наличие медицинской книжки."
Екатеринбург,медсестра,44000,"Среднее медицинское образование. Наличие действующей аккредитации направлению ""Сестринское дело"". Рассматриваем кандидатов опыта работы (готовы обучать). Аккуратность, ответственность."
Самара,медсестра,30000,"Медицинское образование. Сертификат ""Сестринское дело"". Опыт работы 1 года."
Владимир,медсестра,40000,Опыт работы менее 1 года. Ответственность. Порядочность. Чистоплотность. Наличие диплома сертификата специальности.
Псков,медсестра,50000,"Образование средне-специальное медицинское. Наличие действующего сертификата: «Сестринское дело», «Сестринское дело педиатрии». Наличие личной медицинской книжки (или готовность её..."
Набережные Челны,медсестра,25000,"Среднее профессиональное медицинское образование. Наличие действующего сертификата/свидетельства аккредитации специальности ""Сестринское дело""."
Воронеж,медсестра,28685,"Среднее медицинское образование. Наличие действующего сертификата ""Сестринское дело""."
Нижний Новгород,медсестра,30000,"Среднее профессиональное образование - программы подготовки специалистов среднего звена одной специальностей - ""Сестринское дело"", ""Лечебное дело"", ""Акушерское дело"" дополнительное..."
Верхнеуральск,медсестра,30000,Среднее высшее профессиональное (медицинское) образование стаж работы менее 1 года.
Чита,медсестра,25000,"Требуемый опыт работы: требуется. Полная занятость, полный день. Требования: среднее профессиональное образование одной специальностей «Лечебное дело», «Акушерское..."
Москва,медсестра,60000,"Среднее профессиональное образование специальности: ""Сестринское дело"". Действующий сертификат/аккредитация специальности ""Сестринское дело"". Желателен практический стаж работы профилю..."
Сургут,медсестра,40000,"Оконченное среднее профессиональное образование (по специальности «Сестринское дело», «Лечебное дело», «Акушерское дело»). - Наличие действующего сертификата специалиста специальности «Сестринское дело..."
Ростов-на-Дону,медсестра,30000,Среднее медицинское образование специальности «Сестринское дело». Сертификат специалиста специальности «Сестринское дело». Опыт работы 3-х лет.
